gene_name	mean_length	median_length	max_length
SLC22A6	1653.5	1669.0	2151
AP000438.2	996.0	996.0	996
SLC22A8	2043.0	1669.0	7578
AP001858.2	601.0	601.0	601
AP001858.1	1342.0	1342.0	1342
SLC22A24	1954.0	2098.0	2101
RPL29P22	459.0	459.0	459
SLC22A10	1366.5	1034.5	2638
SLC22A25	2135.25	1740.0	3699
AP001880.2	448.0	448.0	448
CCND2P1	799.0	799.0	799
AP001880.1	421.0	421.0	421
SLC22A9	1962.0	1962.0	2366
PLAAT5	1544.5	1166.5	3032
AP000484.1	1252.0	1252.0	1252
AP001591.1	335.0	335.0	335
LGALS12	1663.0	1667.0	1816
PLAAT4	708.8	696.0	938
PLAAT2	738.0	738.0	738
PLAAT3	1000.1666666666666	817.5	2594
AP000753.1	573.0	573.0	573
ATL3	2590.25	1374.0	6899
IMMP1LP1	488.0	488.0	488
AP000753.2	423.0	423.0	423
RTN3	1918.2142857142858	1199.5	4917
AP000753.3	169.0	169.0	169
C11orf95	1914.0	775.0	5716
RN7SL596P	288.0	288.0	288
SPINDOC	1079.0	729.0	1954
AP006289.1	277.0	277.0	277
MARK2	2220.6	2671.0	4728
RNU6-1306P	99.0	99.0	99
RCOR2	1327.6666666666667	792.0	2915
NAA40	1414.0	868.5	4707
RNU6-45P	107.0	107.0	107
COX8A	494.0	494.0	494
AP000721.1	559.0	559.0	559
OTUB1	1489.9166666666667	1519.0	2493
MACROD1	601.375	445.0	1257
FLRT1	601.5	601.5	650
AP006333.3	732.0	732.0	732
AP006333.1	3949.0	3949.0	3949
AP006333.2	575.0	575.0	575
STIP1	1064.8333333333333	755.0	2743
FERMT3	1113.5555555555557	890.0	2489
TRPT1	893.6875	774.5	1809
NUDT22	888.5833333333334	811.0	2055
AP001453.2	575.0	575.0	923
DNAJC4	756.0	698.0	1340
VEGFB	811.75	821.0	1380
FKBP2	685.0	636.0	1131
AP001453.5	1121.0	1121.0	1606
PPP1R14B	836.3333333333334	920.0	989
PPP1R14B-AS1	479.0	482.0	561
AP001453.4	853.0	853.0	853
PLCB3	3270.75	4071.5	4469
BAD	639.7142857142857	552.0	1157
GPR137	915.1578947368421	800.0	1843
KCNK4	1248.6	1419.5	1829
AP001453.3	2733.0	2733.0	2733
AP001453.1	102.0	102.0	102
CATSPERZ	696.3333333333334	780.0	917
ESRRA	1361.875	1008.0	2293
TRMT112	735.3333333333334	681.5	1106
PRDX5	639.6666666666666	596.0	860
AP003774.2	672.0	672.0	672
CCDC88B	2761.9	2617.5	5235
MIR7155	56.0	56.0	56
RPS6KA4	1682.625	1508.0	3128
MIR1237	102.0	102.0	102
LINC02723	985.0	985.0	985
AP003774.1	516.6666666666666	558.0	651
LINC02724	2340.0	2340.0	2340
AP005273.2	835.0	835.0	835
AP005273.1	529.0	529.0	529
AP006288.1	395.0	395.0	395
SLC22A11	1777.125	1880.5	3545
SLC22A12	2530.8	2599.0	2887
NRXN2	2333.2	828.0	6632
NRXN2-AS1	469.0	469.0	469
RASGRP2	1186.7391304347825	851.0	2983
PYGM	1685.4	2152.0	2866
SF1	1434.1904761904761	802.0	3470
AP001462.1	452.0	452.0	452
MAP4K2	1848.0	1175.0	7147
MEN1	2394.3684210526317	2761.0	3162
CDC42BPG	1812.0	396.5	6161
EHD1	1677.076923076923	1015.0	4453
AP001187.1	411.0	411.0	411
MIR194-2HG	3647.0	3647.0	3647
MIR192	110.0	110.0	110
MIR194-2	85.0	85.0	85
ATG2A	2762.3333333333335	1756.0	6318
MIR6750	75.0	75.0	75
MIR6749	69.0	69.0	69
PPP2R5B	1074.4	786.0	2729
GPHA2	600.0	582.0	752
MAJIN	1015.5	937.5	2046
BATF2	1676.6	1949.0	2569
ARL2	777.8333333333334	812.5	1228
ARL2-SNX15	2392.0	2392.0	2392
MIR6879	66.0	66.0	66
AP000436.1	800.0	800.0	800
SNX15	1372.5714285714287	704.0	4713
SAC3D1	1235.25	1311.5	1563
NAALADL1	1181.6363636363637	850.5	2708
CDCA5	946.9	812.0	2475
ZFPL1	811.5333333333333	692.0	2551
TMEM262	1073.0	465.0	4129
VPS51	974.1176470588235	837.0	2661
AP003068.1	544.0	544.0	544
TM7SF2	934.5384615384615	792.5	2094
ZNHIT2	939.0	939.0	1299
AP003068.3	175.0	175.0	175
AP003068.4	802.0	802.0	802
FAU	689.5555555555555	533.0	1484
SYVN1	1550.6	796.0	4547
MRPL49	1274.5555555555557	752.0	2526
MIR6751	63.0	63.0	63
HIGD1AP10	282.0	282.0	282
RNU2-23P	195.0	195.0	195
PDCL2P2	189.0	189.0	189
SPDYC	991.0	991.0	991
PGAM1P8	1403.5	1403.5	2354
AP003068.2	1069.5	1069.5	1662
CAPN1	1132.7142857142858	588.5	3086
SLC22A20P	1748.6	1673.0	3196
AP000944.6	753.0	753.0	753
POLA2	1532.0	1186.0	3544
AP000944.5	4256.0	4256.0	4256
AP000944.7	1058.5	1058.5	1179
CDC42EP2	1621.0	1621.0	1963
DPF2	1816.0833333333333	1256.5	4840
TIGD3	2028.0	2028.0	2028
AP000944.1	564.0	564.0	564
SLC25A45	1782.4666666666667	1012.0	7118
FRMD8	1347.5555555555557	572.0	3685
NEAT1	4668.111111111111	3300.0	22743
AP000944.4	120.0	120.0	120
AP000944.3	105.0	105.0	105
AP000944.2	159.0	159.0	159
MIR612	100.0	100.0	100
AP000769.4	58.0	58.0	58
AP000769.1	624.5	723.0	844
LINC02736	727.75	661.5	1114
AP000769.6	585.0	585.0	585
MALAT1	1273.4117647058824	480.0	8708
AP000769.2	396.0	396.0	396
AP000769.5	95.0	95.0	95
AP000769.3	57.0	57.0	57
SNRPGP19	189.0	189.0	189
SCYL1	1574.1333333333334	981.0	2715
LTBP3	1872.0	1002.0	4883
AP001362.1	124.0	124.0	124
ZNRD2-AS1	1278.0	1278.0	1942
ZNRD2	787.8571428571429	769.0	1077
FAM89B	1332.3333333333333	1337.0	1409
EHBP1L1	1480.0	793.0	5170
KCNK7	1052.8333333333333	1290.5	1563
MAP3K11	1831.076923076923	664.0	5605
PCNX3	2435.2	1229.0	7105
MIR4690	60.0	60.0	60
SIPA1	1399.6	561.0	3628
MIR4489	62.0	62.0	62
RELA	1134.7037037037037	692.0	3183
RELA-DT	1716.3333333333333	1697.0	2628
RN7SL309P	286.0	286.0	286
KAT5	1038.6470588235295	735.0	2237
RNASEH2C	1826.6923076923076	1807.0	3311
KRT8P26	1276.0	1276.0	1276
AP001266.2	464.0	464.0	464
AP5B1	6980.0	6980.0	6980
OVOL1	1773.3333333333333	1774.0	2988
OVOL1-AS1	486.3333333333333	493.0	494
AP001266.1	1044.0	1044.0	1044
CFL1	955.0	855.0	1878
SNX32	1181.111111111111	1018.0	2416
MUS81	1177.4117647058824	759.0	3420
EFEMP2	997.05	666.0	2277
CTSW	942.0	953.0	1341
FIBP	924.3076923076923	982.0	1378
CCDC85B	963.0	963.0	963
FOSL1	1209.0	1200.0	1702
C11orf68	1549.6666666666667	1559.0	1562
DRAP1	678.2222222222222	695.0	837
TSGA10IP	1085.4	722.0	1925
SART1	1077.25	669.5	3557
AP006287.1	653.0	653.0	653
EIF1AD	1258.8181818181818	743.0	2916
BANF1	661.625	641.0	1135
CST6	592.0	592.0	592
CATSPER1	1650.5	1650.5	2581
GAL3ST3	1859.3333333333333	1599.0	3301
AP006287.3	1084.0	1084.0	1084
SF3B2	1285.9375	922.5	3932
AP006287.2	502.0	502.0	502
PACS1	1097.0666666666666	612.0	4571
AP000759.1	397.0	397.0	397
KLC2	1717.7142857142858	1315.0	3755
AP001107.4	539.0	539.0	539
AP001107.8	479.0	479.0	479
AP001107.7	272.0	272.0	272
RAB1B	1446.0	1446.0	1901
AP001107.1	2792.0	2792.0	2792
AP001107.2	466.5	466.5	480
CNIH2	981.0	897.5	1524
YIF1A	723.3846153846154	653.0	1097
TMEM151A	2538.0	2538.0	2538
AP001107.3	544.0	544.0	544
CD248	2551.0	2551.0	2551
RIN1	2043.0	1853.0	4419
AP001107.6	516.0	516.0	516
BRMS1	1079.2222222222222	963.0	1817
B4GAT1	2007.0	2007.0	2007
AP001107.9	791.25	687.5	1504
SLC29A2	2408.1428571428573	2455.0	2509
AP001107.10	298.0	298.0	298
BRD9P1	560.0	560.0	560
RNU1-84P	164.0	164.0	164
AP001107.5	659.75	612.0	948
NPAS4	1732.5	1666.0	3272
AP002748.1	140.0	140.0	140
MRPL11	1263.5	1224.5	2209
AP002748.3	348.0	348.0	348
PELI3	1775.888888888889	1967.0	2783
AP002748.4	679.2	581.0	944
DPP3	1134.75	606.0	3078
AP002748.5	3547.0	3547.0	3547
BBS1	1208.72	844.0	3585
AP002748.6	1903.0	1903.0	1903
ZDHHC24	2187.25	1519.5	4803
ACTN3	2223.3333333333335	2882.0	3084
AP002748.2	580.0	580.0	580
CTSF	907.8888888888889	578.0	2044
CCDC87	2888.0	2888.0	2888
CCS	925.1111111111111	872.0	1214
RNU4-39P	127.0	127.0	127
RBM14	946.1111111111111	693.0	2828
RBM14-RBM4	1238.0	1197.5	2034
RBM4	1289.923076923077	943.0	3029
RBM4B	1123.875	838.0	2339
SPTBN2	3298.6923076923076	859.0	8323
RN7SL12P	290.0	290.0	290
C11orf80	1117.0526315789473	810.0	2135
C1QBPP2	825.0	825.0	825
FTLP6	422.0	422.0	422
RCE1	1094.4444444444443	1270.0	2719
PC	2510.7894736842104	1807.0	5137
LRFN4	1564.3333333333333	1550.0	2869
RNU7-23P	62.0	62.0	62
MIR3163	73.0	73.0	73
C11orf86	1187.0	1187.0	1187
SYT12	2514.4285714285716	1678.0	6028
MIR6860	66.0	66.0	66
RHOD	748.0	602.0	1104
KDM2A	2640.266666666667	743.0	7386
AP001885.1	906.5	906.5	1255
AP001885.3	1576.0	1576.0	1576
GRK2	1355.2857142857142	770.0	4493
ANKRD13D	1355.2222222222222	1141.5	2768
SSH3	1326.5454545454545	673.0	2990
AP001885.2	893.0	893.0	893
RAD9A	1019.9090909090909	912.0	2086
POLD4	1045.4166666666667	879.5	1793
AP003419.1	711.0	711.0	711
AP003419.2	527.0	527.0	527
RN7SKP239	295.0	295.0	295
CLCF1	1336.0	1336.0	1705
AP003419.3	517.0	517.0	517
RNU6-1238P	102.0	102.0	102
PPP1CA	992.6363636363636	882.0	1677
TBC1D10C	1549.5555555555557	1497.0	4480
CARNS1	2747.0	2968.0	5065
RPS6KB2	1243.9166666666667	755.0	5528
RPS6KB2-AS1	470.0	470.0	470
CORO1B	1730.4	1099.0	4464
PTPRCAP	907.0	907.0	907
GPR152	1429.0	1429.0	1429
CABP4	1037.0	764.0	2559
TMEM134	878.9411764705883	583.0	3551
AIP	871.75	808.0	1236
MIR6752	71.0	71.0	71
PITPNM1	1399.625	557.0	4217
CDK2AP2	1079.8	923.0	1692
CABP2	979.5	975.5	1178
AP001184.1	376.0	376.0	376
GSTP1	725.25	714.5	1681
C11orf72	1778.5	1778.5	2431
AP003385.3	555.0	555.0	555
NDUFV1	881.551724137931	626.0	2528
DOC2GP	1183.8	854.0	2548
NUDT8	1006.3333333333334	809.0	1465
TBX10	1548.0	1548.0	1548
ACY3	1152.0	1152.0	1371
AP003385.1	893.0	893.0	893
ALDH3B2	1222.4166666666667	773.0	2783
RPL37P2	287.0	287.0	287
UNC93B5	699.0	699.0	699
OR7E145P	973.0	973.0	973
OR7E11P	2041.0	2041.0	2041
AP003385.5	952.0	952.0	952
AP003385.2	324.0	324.0	324
AP003385.4	374.0	374.0	374
ALG1L8P	760.0	760.0	760
FAM86C2P	1521.2	1814.0	2496
ENPP7P7	1102.0	1102.0	1102
AP003716.1	108.0	108.0	108
LINC02754	1533.3333333333333	613.0	3387
RNU6-46P	107.0	107.0	107
RPS3AP40	781.0	781.0	781
AC004923.1	492.5	492.5	776
AC004923.2	369.0	369.0	369
AC004923.3	355.0	355.0	355
OR7E1P	958.0	958.0	958
UNC93B1	980.4	834.5	2294
ALDH3B1	1930.8	1447.0	5884
AC004923.4	739.0	739.0	739
NDUFS8	771.5333333333333	615.0	3072
MIR7113	59.0	59.0	59
MIR4691	85.0	85.0	85
TCIRG1	1055.5	845.0	2668
MIR6753	164.0	164.0	164
AP002807.1	593.6666666666666	664.0	791
CHKA	1109.0	763.0	2714
AP002992.1	1169.5	1169.5	1848
KMT5B	1902.6	1599.0	5718
C11orf24	817.8888888888889	610.0	2071
AP002813.1	635.0	635.0	635
LRP5	1811.7142857142858	551.0	5177
PPP6R3	2036.9615384615386	756.5	5093
NDUFA3P2	232.0	232.0	232
AP003096.1	533.3333333333334	534.0	563
GAL	697.5	697.5	749
TESMIN	1241.5555555555557	724.0	3495
CPT1A	1724.6666666666667	617.0	5238
LINC02701	3252.0	3252.0	3252
MRPL21	887.5	677.5	2283
IGHMBP2	1290.4166666666667	673.5	3961
AP000808.1	569.0	569.0	569
MRGPRD	966.0	966.0	966
AP003071.4	1284.0	1284.0	1284
AP003071.3	366.0	366.0	366
MRGPRF	1706.3333333333333	2132.0	2282
MRGPRF-AS1	854.6666666666666	542.0	1490
TPCN2	2921.375	2796.0	4969
AP003071.5	4622.0	4622.0	4622
MIR3164	83.0	83.0	83
AP003071.1	622.0	622.0	622
AP003071.2	990.0	990.0	990
SMIM38	1597.5	1597.5	2695
MYEOV	1144.5	616.0	2468
IFITM9P	396.0	396.0	396
AP005233.2	372.0	372.0	372
AP005233.1	2424.0	2424.0	2424
AP000439.2	2376.0	2376.0	2376
AP000439.1	581.0	581.0	581
AP000439.3	664.0	664.0	664
LINC02747	1446.5	1446.5	2167
LINC01488	3161.5	3161.5	4628
CCND1	1197.5	560.5	4238
LTO1	1165.611111111111	827.5	3776
FGF19	1821.0	1821.0	1821
AP001888.1	720.0	720.0	720
FGF4	1861.0	1861.0	3165
FGF3	1211.0	1211.0	1540
AP007216.1	385.0	385.0	385
AP007216.2	299.0	299.0	299
AP003555.2	432.0	432.0	432
AP003555.1	512.0	512.0	655
LINC02753	1151.5	1151.5	1755
LINC02584	751.0	751.0	1004
RNU6-1175P	107.0	107.0	107
ANO1	1780.7	917.5	4790
AP000879.2	497.0	497.0	497
ANO1-AS1	646.0	646.0	646
FADD	1841.0	1841.0	1841
AP000879.1	847.5	847.5	976
PPFIA1	1898.8148148148148	745.0	6705
H2AZP4	377.0	377.0	377
AP002336.2	539.0	539.0	539
MIR548K	116.0	116.0	116
AP002336.1	422.0	422.0	422
AP002336.3	367.0	367.0	367
AP000487.2	394.0	394.0	394
AP000487.1	1182.6666666666667	554.0	2602
CTTN	1245.8666666666666	952.0	3272
SHANK2	3410.0	1376.0	9208
AP001271.1	206.0	206.0	206
AP001271.2	1556.0	1556.0	1556
SHANK2-AS1	2537.0	2537.0	2822
SHANK2-AS2	356.0	356.0	356
AP000590.1	103.0	103.0	103
AP000590.2	464.0	464.0	464
SHANK2-AS3	1683.0	1683.0	1683
MIR3664	99.0	99.0	99
AP003783.1	3137.0	3137.0	3137
AP002387.1	1026.25	788.0	2162
DHCR7	1053.25	902.5	2666
AP002387.2	680.0	680.0	680
NADSYN1	1353.6521739130435	820.0	3616
MIR6754	66.0	66.0	66
AP000867.2	320.0	320.0	320
KRTAP5-7	1403.0	1403.0	1403
KRTAP5-8	1185.0	1185.0	1185
KRTAP5-9	1136.0	1136.0	1136
AP000867.5	356.0	356.0	356
KRTAP5-10	1173.0	1173.0	1173
AP000867.1	255.0	255.0	255
KRTAP5-11	735.6666666666666	628.0	1021
KRTAP5-14P	121.0	121.0	121
OR7E87P	929.0	929.0	929
UNC93B6	916.5	916.5	1143
OR7E4P	1013.0	1013.0	1013
AP000867.3	377.0	377.0	377
AP000867.4	219.0	219.0	219
RPS3AP41	778.0	778.0	778
AP003498.1	1800.2222222222222	1797.0	3153
SNRPCP14	205.0	205.0	205
AP003498.2	347.0	347.0	347
ENPP7P8	595.6666666666666	317.0	1345
AP003498.3	1145.0	1145.0	1145
FAM86C1	1489.6666666666667	1437.5	2111
ALG1L9P	549.0	549.0	549
ZNF705E	3442.0	3442.0	3442
DEFB108B	489.0	489.0	608
RNA5SP342	50.0	50.0	50
DEFB130C	233.5	233.5	237
AP002495.1	783.8888888888889	655.0	1781
DEFB131B	213.0	213.0	213
OR7E128P	1024.0	1024.0	1024
OR7E126P	888.0	888.0	888
RNF121	1124.2142857142858	799.0	2375
AP002490.2	560.0	560.0	560
IL18BP	1466.9285714285713	1451.5	4080
NUMA1	2085.1470588235293	876.0	7343
AP002490.1	4233.0	4233.0	4233
RNU6-72P	79.0	79.0	79
MIR3165	75.0	75.0	75
LRTOMT	1379.48	1154.0	3604
AP000812.5	1811.4	1002.0	3299
LAMTOR1	858.5	874.0	1346
AP000812.4	1209.0	1209.0	1209
ANAPC15	752.3529411764706	807.0	1481
FOLR3	682.3333333333334	777.0	992
RPEP6	626.0	626.0	626
AP000812.3	609.0	609.0	609
AP000812.1	477.0	477.0	477
AP000812.2	718.0	718.0	718
FOLR1	1113.0	1095.5	1331
FOLR2	819.1	698.0	1242
INPPL1	1402.5	633.5	4789
PHOX2A	1077.3333333333333	928.0	1699
AP000593.2	1433.0	1433.0	1433
AP000593.4	878.0	878.0	878
AP000593.1	712.0	712.0	712
CLPB	2260.2	1471.5	10053
AP000593.3	578.0	578.0	578
AP002892.2	560.0	560.0	560
AP002892.1	550.0	550.0	550
AP003785.1	492.0	492.0	492
ART2BP	499.0	499.0	499
ART2P	822.0	822.0	822
AP005019.3	560.0	560.0	560
AP005019.2	511.0	511.0	511
LINC01537	2450.0	2450.0	2450
PDE2A	1351.0740740740741	611.0	4284
AP005019.1	664.0	664.0	664
MIR139	68.0	68.0	68
RNU7-105P	62.0	62.0	62
AP003065.2	562.0	562.0	562
ARAP1	2241.3809523809523	994.0	5767
ARAP1-AS1	388.0	388.0	388
AP003065.3	836.0	836.0	836
ARAP1-AS2	1824.0	1824.0	1824
RPS12P20	380.0	380.0	380
STARD10	801.5714285714286	579.0	1963
AP003065.1	113.0	113.0	113
MIR4692	63.0	63.0	63
AP002381.2	1299.0	1299.0	1299
ATG16L2	1489.2380952380952	1178.0	4577
FCHSD2	2228.777777777778	1867.0	4710
RNU6-672P	107.0	107.0	107
AP002381.1	615.0	615.0	615
AP002761.2	632.5	632.5	647
AP002761.1	262.0	262.0	262
P2RY2	2313.6666666666665	2174.0	2660
AP002761.4	3361.0	3361.0	3361
OR8R1P	764.0	764.0	764
P2RY6	1567.5	1642.5	2431
AP002761.3	1695.0	1695.0	1695
ARHGEF17	2359.285714285714	793.0	8163
RELT	2251.285714285714	2669.0	4346
AP000763.4	752.0	752.0	752
FAM168A	2319.2	1364.0	7296
AP000763.3	309.5	309.5	334
AP000763.1	325.0	325.0	325
AP000763.2	163.0	163.0	163
HMGN2P38	265.0	265.0	265
AP000860.1	559.0	559.0	559
PLEKHB1	941.0454545454545	602.0	2275
RAB6A	1353.0	931.0	3389
AP002993.1	210.0	210.0	210
AP002770.1	428.0	428.0	428
MRPL48	944.1428571428571	869.0	1922
RN7SKP243	309.0	309.0	309
CCDC58P5	432.0	432.0	432
COA4	729.1666666666666	700.0	1038
PAAF1	1354.875	1179.0	4994
AP002770.2	532.0	532.0	532
DNAJB13	1187.2	912.0	1875
AP003717.1	891.5	891.5	1412
UCP2	871.3636363636364	567.0	2047
AP003717.4	2114.0	2114.0	2114
AP003717.2	898.0	898.0	898
AP003717.3	1180.0	1180.0	1180
UCP3	1199.5	985.0	2277
C2CD3	1808.95	841.0	7960
AP002392.1	208.0	208.0	208
PPME1	1893.5555555555557	1928.0	4055
RNA5SP343	107.0	107.0	107
AP000577.2	878.0	878.0	878
P4HA3	1532.142857142857	2045.0	2627
AP000577.1	139.0	139.0	139
P4HA3-AS1	2157.0	2157.0	2157
PGM2L1	4570.0	4570.0	8477
HNRNPA1P40	1278.0	1278.0	1278
AP001372.1	417.5	417.5	491
AP001085.1	875.0	875.0	933
MIR548AL	97.0	97.0	97
KCNE3	1062.5	596.0	3143
AP001372.3	609.0	609.0	609
CYCSP27	293.0	293.0	293
AP001372.4	472.0	472.0	472
LIPT2	1106.6666666666667	769.0	2333
AP001372.2	1695.0	1695.0	2493
POLD3	1242.5	782.0	3788
RANP3	276.0	276.0	276
RN7SKP297	282.0	282.0	282
CHRDL2	1387.4	1540.0	1971
AP001324.3	1428.0	1428.0	1428
MIR4696	70.0	70.0	70
AP001324.2	319.0	319.0	319
AP001324.1	399.0	399.0	399
RNF169	4091.0	4091.0	7842
XRRA1	1668.45	781.0	5681
AP000560.1	1937.0	1937.0	1937
RN7SL239P	300.0	300.0	300
AP001992.1	571.8333333333334	586.5	723
AP001992.2	4477.0	4477.0	4477
SPCS2	1031.7777777777778	612.0	2711
RNU6-216P	104.0	104.0	104
NEU3	1768.5714285714287	746.0	5929
AP003175.1	4294.0	4294.0	6658
OR2AT2P	905.0	905.0	905
NPM1P50	867.0	867.0	867
OR2AT4	7117.6	8661.0	8795
AP001972.4	560.0	560.0	560
SLCO2B1	1624.9473684210527	649.0	5875
OR2AT1P	743.0	743.0	743
AP001972.3	2016.0	538.0	4556
ZDHHC20P3	336.0	336.0	336
TPBGL	2931.0	2931.0	2931
ARRB1	1356.5833333333333	638.5	7352
AP001972.1	506.0	506.0	506
AP001972.5	2338.0	2338.0	2338
AP001972.2	216.0	216.0	216
MIR326	95.0	95.0	95
RPS3	878.4	754.0	2059
SNORD15A	148.0	148.0	148
SNORD15B	146.0	146.0	146
KLHL35	1734.4	1936.0	2497
GDPD5	1804.8235294117646	1201.0	4150
AP002815.1	386.0	386.0	386
SERPINH1	1391.0625	928.0	3523
AP001922.5	651.0	651.0	651
MAP6	2441.0	2544.5	4329
AP001922.6	546.0	546.0	546
AP001922.2	390.0	390.0	390
AP001922.4	290.0	290.0	290
MOGAT2	2383.25	2339.5	3204
RN7SL786P	298.0	298.0	298
AP001922.1	1504.0	1504.0	1504
DGAT2	1867.111111111111	885.0	5926
AP001922.3	842.0	842.0	842
AP003031.3	758.0	758.0	758
UVRAG-DT	568.8571428571429	572.0	791
UVRAG	1940.0	1823.0	5117
AP003031.2	109.0	109.0	109
AP003031.1	102.0	102.0	102
PPP1R1AP1	425.0	425.0	425
AP003168.2	471.0	471.0	471
RNA5SP344	104.0	104.0	104
AP003168.1	307.0	307.0	307
AP002340.1	285.0	285.0	285
WNT11	900.75	625.0	1900
AP000785.1	613.0	613.0	613
LINC02761	388.0	388.0	388
THAP12	2465.0	882.0	6795
GVQW3	3628.181818181818	3830.0	8777
AP002360.1	113.0	113.0	113
AP002360.2	696.0	715.0	764
EMSY	2513.8888888888887	1927.0	6848
AP001189.2	189.0	189.0	189
LINC02757	880.3333333333334	669.0	1413
AP001189.5	831.0	831.0	831
AP001189.3	651.0	651.0	651
AP001189.1	1426.0	1426.0	1426
LRRC32	2508.2	2656.0	4311
AP001189.4	452.0	452.0	452
GUCY2EP	1107.6666666666667	832.0	1918
AP003119.1	669.0	669.0	800
TSKU	1998.0	2585.0	3554
AP003119.2	308.3333333333333	296.0	336
AP003119.3	4192.0	4192.0	4192
ACER3	1663.857142857143	930.0	7333
AP002498.1	568.0	568.0	568
B3GNT6	1535.5	1535.5	2503
CAPN5	2304.25	2448.5	4367
OMP	492.0	492.0	492
MYO7A	3446.214285714286	3360.5	7483
GDPD4	1205.5	567.0	2533
TOMM20P1	427.0	427.0	427
PAK1	1070.3	744.0	3737
AP003680.1	3660.0	3660.0	3660
CLNS1A	884.5	707.0	2982
RNU7-59P	61.0	61.0	61
AQP11	1518.5	1518.5	1835
RSF1	2364.6666666666665	728.0	11550
AP000609.1	102.0	102.0	102
RSF1-IT2	566.0	566.0	566
FTH1P16	552.0	552.0	552
RSF1-IT1	632.0	632.0	632
AP000580.1	358.0	358.0	358
AAMDC	568.0	560.5	726
AP002812.2	585.0	585.0	585
AP002812.3	551.0	551.0	551
AP002812.5	712.0	712.0	712
AP002812.1	474.0	474.0	474
INTS4	1388.0	956.0	3459
AP002812.4	286.0	286.0	286
AP003032.2	686.0	686.0	686
KCTD14	1288.5	1288.5	1673
NDUFC2-KCTD14	534.5	548.0	656
AP003032.1	277.0	277.0	277
THRSP	1174.0	1174.0	1174
NDUFC2	1106.8	561.0	2168
ALG8	871.2857142857143	778.0	1677
RNU6-126P	103.0	103.0	103
KCTD21-AS1	1344.1	1202.5	2355
KCTD21	1044.8333333333333	558.5	3389
USP35	2547.4285714285716	2419.0	4725
GAB2	2149.4285714285716	568.0	6110
AP002985.1	1753.0	1753.0	1753
AP003086.1	437.0	437.0	437
AP003086.3	1185.5	1185.5	1532
AP003086.2	365.0	365.0	365
LINC02728	1452.0	1420.0	1642
NARS2	1136.857142857143	755.0	2512
AP003110.1	717.0	717.0	717
RNU6-311P	102.0	102.0	102
COPS8P3	482.0	482.0	482
TENM4	2083.818181818182	690.0	14381
AP002768.1	320.0	320.0	320
AP002957.1	1007.6666666666666	720.0	1897
AP001547.1	374.0	374.0	374
MIR708	88.0	88.0	88
MIR5579	58.0	58.0	58
AP001978.1	834.0	834.0	834
AP001541.1	1904.0	1904.0	1904
AP001284.1	2118.0	2118.0	2118
AP006295.1	585.0	585.0	585
RNU6-544P	107.0	107.0	107
ARL6IP1P3	560.0	560.0	560
LINC02720	1571.0	1571.0	1571
AP003398.1	318.0	318.0	318
AP003398.2	1052.0	1052.0	1052
AP003464.1	2184.5	2184.5	3662
MTND4LP18	291.0	291.0	291
MTND6P25	516.0	516.0	516
MIR4300HG	1032.142857142857	975.0	1982
AP002802.2	235.0	235.0	235
MIR4300	96.0	96.0	96
AP002802.1	342.0	342.0	342
AP000793.1	900.0	900.0	974
RPS28P7	210.0	210.0	210
FAM181B	3925.0	3925.0	3925
LINC02734	1192.5	1192.5	1206
AP001646.2	1156.0	1156.0	1156
PRCP	1284.3684210526317	611.0	7072
AP001646.1	915.0	915.0	915
DDIAS	1439.4166666666667	879.5	3524
AP000893.1	794.0	794.0	794
AP000893.2	433.0	433.0	433
RAB30	2592.875	617.5	9929
AP001767.1	286.0	286.0	286
SNORA70E	135.0	135.0	135
RAB30-DT	1047.8823529411766	892.0	2467
AP001767.3	436.0	436.0	436
AP001767.4	452.0	452.0	452
AP001767.2	382.0	382.0	382
C1DP5	383.0	383.0	383
BCAS2P1	632.0	632.0	632
PCF11	2514.8571428571427	1720.0	7677
AP000873.4	905.0	905.0	905
AP000873.2	920.7	548.0	2515
PCF11-AS1	1516.0	1516.0	1516
ANKRD42	2190.222222222222	2302.0	4066
AP000873.5	236.0	236.0	236
AP000873.3	766.0	766.0	766
AP000873.1	400.0	400.0	400
CCDC90B	1271.157894736842	1039.0	4014
AP000446.1	1865.3333333333333	2500.0	2643
CYCSP28	321.0	321.0	321
AP000446.2	115.0	115.0	115
DLG2	2205.34375	816.0	7890
DLG2-AS2	695.0	663.5	908
AP002370.1	1602.0	1602.0	1602
LDHAL6DP	693.0	693.0	693
HNRNPA1P72	967.0	967.0	967
AP000852.1	573.0	573.0	573
AP001825.1	351.0	351.0	351
AP001825.2	213.0	213.0	213
AP001825.3	218.0	218.0	218
AP000857.2	419.0	419.0	419
AP000857.1	543.0	543.0	543
HNRNPCP6	871.0	871.0	871
AP002803.1	498.0	498.0	498
AP003035.1	1417.0	1417.0	1417
RNU6-1292P	107.0	107.0	107
TMEM126B	889.6363636363636	853.0	1388
TMEM126A	660.6666666666666	689.0	759
CREBZF	1850.888888888889	1099.0	4329
CCDC89	2348.0	2348.0	2348
SYTL2	2263.0666666666666	1830.5	6672
AP000974.1	2387.0	2387.0	2387
CCDC83	1437.25	1499.0	2358
AP003128.1	448.0	448.0	448
SLC25A1P1	927.0	927.0	927
PICALM	1256.125	747.5	4134
RNU6-560P	108.0	108.0	108
LINC02695	178.0	178.0	178
AP003097.1	1135.0	1135.0	1135
AP003097.2	283.0	283.0	283
